coev_alternating,1,2,0.7,0.5,5,0.0182142916
coev_alternating,2,2,0.7,0.5,7,0.0138538841
coev_alternating,3,2,0.7,0.5,9,0.0022039204
coev_alternating,4,2,0.7,1,5,0.0080886515
coev_alternating,5,2,0.7,1,7,0.0193381677
coev_alternating,6,2,0.7,1,9,0.0251352042
coev_alternating,7,2,0.7,3,5,0.0403840916
coev_alternating,8,2,0.7,3,7,0.0517708388
coev_alternating,9,2,0.7,3,9,0.0155049401
coev_alternating,10,2,0.9,0.5,5,0.0027992682
coev_alternating,11,2,0.9,0.5,7,0.0028374513
coev_alternating,12,2,0.9,0.5,9,0.0011008887
coev_alternating,13,2,0.9,1,5,0.022766806
coev_alternating,14,2,0.9,1,7,0.0036000658
coev_alternating,15,2,0.9,1,9,0.005395483
coev_alternating,16,2,0.9,3,5,0.0321241259
coev_alternating,17,2,0.9,3,7,0.0137822722
coev_alternating,18,2,0.9,3,9,0.0336396964
coev_alternating,19,3,0.7,0.5,5,0.0085893411
coev_alternating,20,3,0.7,0.5,7,0.0071496656
coev_alternating,21,3,0.7,0.5,9,0.0069351253
coev_alternating,22,3,0.7,1,5,0.0087055806
coev_alternating,23,3,0.7,1,7,0.0319743022
coev_alternating,24,3,0.7,1,9,0.0029824195
coev_alternating,25,3,0.7,3,5,0.0174121876
coev_alternating,26,3,0.7,3,7,0.1085585391
coev_alternating,27,3,0.7,3,9,0.0712745124
coev_alternating,28,3,0.9,0.5,5,0.000759312
coev_alternating,29,3,0.9,0.5,7,0.0014450489
coev_alternating,30,3,0.9,0.5,9,0.0025429074
coev_alternating,31,3,0.9,1,5,0.0011273133
coev_alternating,32,3,0.9,1,7,0.0218659739
coev_alternating,33,3,0.9,1,9,0.0039782429
coev_alternating,34,3,0.9,3,5,0.0057648999
coev_alternating,35,3,0.9,3,7,0.0316118515
coev_alternating,36,3,0.9,3,9,0.0135588485
coev_alternating,37,5,0.7,0.5,5,0.0025007971
coev_alternating,38,5,0.7,0.5,7,0.0092545004
coev_alternating,39,5,0.7,0.5,9,0.00309031
coev_alternating,40,5,0.7,1,5,0.1050119512
coev_alternating,41,5,0.7,1,7,0.008210121
coev_alternating,42,5,0.7,1,9,0.0271768596
coev_alternating,43,5,0.7,3,5,0.5678865292
coev_alternating,44,5,0.7,3,7,0.2020738754
coev_alternating,45,5,0.7,3,9,0.0215090341
coev_alternating,46,5,0.9,0.5,5,0.0046014899
coev_alternating,47,5,0.9,0.5,7,0.0020484511
coev_alternating,48,5,0.9,0.5,9,0.0164644631
coev_alternating,49,5,0.9,1,5,0.0034001076
coev_alternating,50,5,0.9,1,7,0.015981017
coev_alternating,51,5,0.9,1,9,0.0048777685
coev_alternating,52,5,0.9,3,5,0.0260867389
coev_alternating,53,5,0.9,3,7,0.0171793709
coev_alternating,54,5,0.9,3,9,0.0262623761
coev_parallel,1,2,0.7,0.5,5,5.07635110714721E-05
coev_parallel,2,2,0.7,0.5,7,0.000108526
coev_parallel,3,2,0.7,0.5,9,0.0002853054
coev_parallel,4,2,0.7,1,5,0.0003163765
coev_parallel,5,2,0.7,1,7,0.0009762143
coev_parallel,6,2,0.7,1,9,0.0012757777
coev_parallel,7,2,0.7,3,5,0.007076186
coev_parallel,8,2,0.7,3,7,0.0118984892
coev_parallel,9,2,0.7,3,9,0.0098971289
coev_parallel,10,2,0.9,0.5,5,0.000109992
coev_parallel,11,2,0.9,0.5,7,0.0002672979
coev_parallel,12,2,0.9,0.5,9,0.4740274428
coev_parallel,13,2,0.9,1,5,0.0011796233
coev_parallel,14,2,0.9,1,7,0.0010744246
coev_parallel,15,2,0.9,1,9,0.008673802
coev_parallel,16,2,0.9,3,5,0.0001003988
coev_parallel,17,2,0.9,3,7,0.0109610336
coev_parallel,18,2,0.9,3,9,0.0106749434
coev_parallel,19,3,0.7,0.5,5,0.001102909
coev_parallel,20,3,0.7,0.5,7,0.0023783612
coev_parallel,21,3,0.7,0.5,9,0.0020830996
coev_parallel,22,3,0.7,1,5,0.000509272
coev_parallel,23,3,0.7,1,7,0.0019186545
coev_parallel,24,3,0.7,1,9,0.0013594411
coev_parallel,25,3,0.7,3,5,0.0132516856
coev_parallel,26,3,0.7,3,7,0.0093907564
coev_parallel,27,3,0.7,3,9,0.0042154624
coev_parallel,28,3,0.9,0.5,5,0.0001713897
coev_parallel,29,3,0.9,0.5,7,0.0004446618
coev_parallel,30,3,0.9,0.5,9,0.0005448015
coev_parallel,31,3,0.9,1,5,0.0009868498
coev_parallel,32,3,0.9,1,7,0.0004317377
coev_parallel,33,3,0.9,1,9,0.0025020303
coev_parallel,34,3,0.9,3,5,0.0087366263
coev_parallel,35,3,0.9,3,7,0.0009957715
coev_parallel,36,3,0.9,3,9,0.0029686094
coev_parallel,37,5,0.7,0.5,5,3.82346608206463E-05
coev_parallel,38,5,0.7,0.5,7,3.82346608206463E-05
coev_parallel,39,5,0.7,0.5,9,0.0007921332
coev_parallel,40,5,0.7,1,5,0.002090005
coev_parallel,41,5,0.7,1,7,0.002090005
coev_parallel,42,5,0.7,1,9,0.002090005
coev_parallel,43,5,0.7,3,5,0.0064548502
coev_parallel,44,5,0.7,3,7,0.0064548502
coev_parallel,45,5,0.7,3,9,0.00557508
coev_parallel,46,5,0.9,0.5,5,0.00045156
coev_parallel,47,5,0.9,0.5,7,0.00009845
coev_parallel,48,5,0.9,0.5,9,0.0005477882
coev_parallel,49,5,0.9,1,5,0.0032007518
coev_parallel,50,5,0.9,1,7,0.0032007518
coev_parallel,51,5,0.9,1,9,0.0031815
coev_parallel,52,5,0.9,3,5,0.0064442435
coev_parallel,53,5,0.9,3,7,0.0064442435
coev_parallel,54,5,0.9,3,9,0.0118283506
